biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag	vocab_pattern	biomarker_controlled_vocab	component_group	flags
AN6278-1	increased IL6 level	Interleukin-6	UPKB:P05231	protein	prostate cancer	DOID:10283			prognostic	blood	UBERON:0000178	26881-3	PubMed:10914713	Univariate analysis of all patients demonstrated that an extent of disease (EOD) on bone scanning > or = 1, IL-6 > or = 7 pg/ml, PS > or = 1, PSA > 100 ng/ml, and ALP > 620 IU/liter were associated with a significantly lower survival rate than their respective counterparts. In multivariate analysis, however, the only two significant prognostic factors were EOD and IL-6. These results indicate that the serum IL-6 level is a significant prognostic factor for prostate cancer as well as EOD.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202128	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32479790	IL-6 plays multifaceted roles in regulation of vascular leakage, complement activation, and coagulation pathways, which ultimately causes poor outcomes for acute respiratory distress syndrome, multiple organ dysfunction syndrome, and SARS.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32369209	Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH, these finds were similar to previous studies. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32259560	Serial measurement of circulating IL-6 levels may be important in identifying disease progression among COVID-19-infected patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32428990	The decrease of IL-6 was closely related to treatment effectiveness, while the increase of IL-6 indicated disease exacerbation. Collectively, the dynamic change of IL-6 level can be used as a marker for disease monitoring in patients with severe COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32677844	Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32438331	A deep network analysis has suggested clinical biomarkers predicting the higher risk of severe COVID-19 infection: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, and low Lymphocytes count. In particular, patients with diabetes, but also those with prediabetic state, deserve special attention.;|Clinical biomarkers for chronic inflammation, in particular Interleukin-6, predict the severity of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32475810	C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts.;|Since the proportionate rise of IL-6 is correlated with disease severity, this study can prove ground-breaking.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32234467	Interleukin-6 (IL-6) plays an important role in cytokine release syndrome. If it is possible to block the signal transduction pathway of IL-6, it is expected to become a new method for the treatment of severe COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32442528	findings in this study include determining independent associations between biomarkers for inflammation (interleukin-6) and thrombosis (D-dimer) and mortality.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32161940	lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines. T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased. lower levels of regulatory T cells.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32425269	The maximal level of IL-6, followed by CRP level, was highly predictive of the need for mechanical ventilation. This suggests the possibility of using IL-6 or CRP level to guide escalation of treatment in patients with COVID-19-related hyperinflammatory syndrome.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32385523	Up-regulated IL-6 levels may serve as a potential marker for predicting progression of COVID19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32181911	IL-6 and d-D were closely related to the occurrence of severe COVID-19 in the adult patients, and their combined detection had the highest specificity and sensitivity for early prediction of the severity of COVID-19 patients, which has important clinical value.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32344321	The serum levels of IL-6 and CRP can effectively assess disease severity and predict outcome in patients with COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32286245	In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32430456	The mean of glycemia during hospitalization was 10.65 0.84 mmol/L in the no insulin infusion group and 7.69 1.85 mmol/L in the insulin infusion group. At baseline, IL-6 and D-dimer levels were significantly higher in the hyperglycemic group than in the normoglycemic group (P < 0.001). Even though all patients were on standard treatment for COVID-19 infection, IL-6 and D-dimer levels persisted higher in patients with hyperglycemia during hospitalization.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32511562	COVID-19 is associated with high levels of IL-6, TNF-a, IL-1b, and CXCL8/IL-8. IL-6 was one of the most robust prognostic markers of survival. It remained independently associated with severity and predictive of outcome. Furthermore, elevated TNF-a, known to contribute to organ damage, was also a strong predictor of poor outcome.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32503382	Erythrocyte sedimentation rate (ESR) (R=0.55, p < .01) was positively associated with CT severity scores. To sum up, we can conclude from the analysis of published studies that hematological (lymphocyte count, neutrophil count, and NLR), inflammatory (CRP, ESR, IL-6), and especially biochemical (D-dimer, Troponins, CK) parameters correlate with severe prognosis or exitus in COVID-19 patients and can therefore be used as predictive biomarkers.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32505227	Other consistently reported markers in non-survivors are increased procalcitonin (PCT) and IL-6 levels, as well as increased serum urea, creatinine, cystatin C, direct bilirubin, and cholinesterase.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:33303843	Elevated levels of pro-inflammatory cytokines were present in patients with severe COVID19. IL-6 and MCP-1 were inversely correlated with P/F with the largest AUC in ROC analyses and should be further explored as biomarkers to identify patients at risk for severe RF and as targets for improved treatment strategies.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:33349241	Significant correlations were found about age, IL2R, IL-6, IL-8, IL-10, TNFα, CRP, ferroprotein, PCT, LC, NC, and EC. PCT (R = -0.650), CRP (R = -0.604), NC (R = -0.585), age (R = -0.564), LC (R = 0.56), IL-6 (R = -0.535), IL2R (R = -0.534) and ferroprotein (R = -0.508) were highly correlated.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-5	increased IL6 level	Interleukin-6	UPKB:P05231	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26881-3	PubMed:32503877	Analysis revealed significantly elevated BTK activity, as evidenced by autophosphorylation, and increased IL-6 production.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202129	
AN6278-2	increased IL6 level	Interleukin-6	UPKB:P05231	protein	diabetes mellitus	DOID:9351			prognostic	blood	UBERON:0000178	26881-3	PubMed:28848164	Our study is suggestive of S100A8/A9 and IL-6 being related to a persistent diabetes status post-surgically and of different pathophysiological mechanisms being involved in the post-surgical changes in the three groups, despite similar decreases in BMI.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202130	
AN6278-3	increased IL6 level	Interleukin-6	UPKB:P05231	protein	latent autoimmune diabetes in adults	DOID:0080846			risk	blood	UBERON:0000178	26881-3	PubMed:31772933	Significantly higher IL-15 and IL-6 concentrations, HOMAIR, and markedly lower eGDR in newly diagnosed AD patients and first-degree relatives with positive anti-islet antibodies might suggest the role of these pro-inflammatory cytokines and insulin resistance in the pathogenesis of autoimmune diabetes. IL-15 and IL-6 might be used as biomarkers of the risk of autoimmune diabetes development.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL6/UPKB:P05231	202131	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32286245	In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:33349241	With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >2252ug/L, WBC>9.5x10^9/L or NC >7.305x10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32161940	Lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased lower levels of regulatory T cells.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32281668	Patients with flu had higher WBC, granulocyte and granulocyte/lymphocyte ratio, compared with COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32282949	A retrospective study including 187 patients with COVID-19 from another hospital in Wuhan showed that patients with high troponin-T levels had leukocytosis (P < .001), increased neutrophils (P < .001) and decreased lymphocytes (P = .01).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32224151	The blood count results showed anaemia in 21 (75%) patients, leucopaenia in 9 (32.1%) patients, and lymphopaenia in 23 (82.1%) patients. Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26464-8	PubMed:32357994	Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality (Table 3). Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying (Table 3).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32286245	In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:33349241	With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >2252ug/L, WBC>9.5x10^9/L or NC >7.305x10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32161940	Lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased lower levels of regulatory T cells.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32281668	Patients with flu had higher WBC, granulocyte and granulocyte/lymphocyte ratio, compared with COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32282949	A retrospective study including 187 patients with COVID-19 from another hospital in Wuhan showed that patients with high troponin-T levels had leukocytosis (P < .001), increased neutrophils (P < .001) and decreased lymphocytes (P = .01).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32224151	The blood count results showed anaemia in 21 (75%) patients, leucopaenia in 9 (32.1%) patients, and lymphopaenia in 23 (82.1%) patients. Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-1	increased WBC count	leukocyte	CO:CL_0000738	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32357994	Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality (Table 3). Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying (Table 3).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202132	
AN6280-2	increased WBC count	leukocyte	CO:CL_0000738	cell	head and neck cancer	DOID:11934			prognostic	blood	UBERON:0000178		PubMed:30073209	The strength of this study is the robust association between leukocytosis and poor prognosis in a homogenous cohort of HNSCC, treated with concurrent cisplatin.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell leukocyte/CO:CL_0000738	202133	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32369209	Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32277967	Patients with higher initial SAA are more likely to have poor CT imaging. Our study indicated that SAA/L. CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones.;|SAA and Lymphocytes are sensitive indicators in evaluating the severity and prognosis of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32475810	Lymphocytes and platelet count showed significantly lower levels in severe patients compared to non-severe patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32048163	the combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32438331	Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Clinical biomarkers predicting the higher risk: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, decreased Lymphocytes count.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32471703	We propose that a few parameters, such Lymphocytes count, L/N ratio, SaO2 and CRP serum level can be used to assess the severity of COVID-19 in emergency room.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32352397	In this study, the most important finding was that the neutrophil count, lymphocyte count and platelet count were independent risk factors for predicting the development of severe illness in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32377400	Lymphopenia is an effective and reliable indicator of the severity and hospitalization in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32286245	In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32161940	Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased lower levels of regulatory T cells.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32220650	Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32077115	Detailed clinical investigation of 140 hospitalized COVID-19 cases suggests eosinopenia together with lymphopenia may be a potential indicator for diagnosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32376308	Lymphopenia is a prominent part of severe COVID-19 and a lymphocyte count of less than 1.5 x 10^9/L may be useful in predicting the severity clinical outcomes.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
