biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag	vocab_pattern	biomarker_controlled_vocab	component_group	flags
AN6290-1	increased CRP level	C-reactive protein	UPKB:P02741	protein	head and neck cancer	DOID:11934			prognostic	blood	UBERON:0000178	71426-1	PubMed:32224151	Highly sensitive C-reactive protein levels in 23 (82.1%) patients. Patients developed severe clinical events; 6 (21.4%) patients were admitted to ICU, 10 (35.7%) patients had life-threatening complications, and 8 (28.6%) of the patients died	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CRP/UPKB:P02741	202146	
AN6290-2	increased CRP level	C-reactive protein	UPKB:P02741	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178	71426-1	PubMed:19470939	Elevated SAA and CRP were associated with reduced overall survival, regardless of adjustment for age, tumor stage, race, and body mass index (SAA P trend < .0001; CRP P trend = .002). Elevated CRP (> 3.9 mg/L) showed a statistically significant association with reduced survival; however, HRs were somewhat lower than for SAA. CRP was associated with disease-free survival across all models in a dose-response fashion (P trend = .04 in model 4). Systemic C-reactive protein (CRP) and serum amyloid A (SAA) are measures of low-grade chronic inflammation and potential predictors of cancer survival	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CRP/UPKB:P02741	202147	
AN6290-3	increased CRP level	C-reactive protein	UPKB:P02741	protein	diabetes mellitus	DOID:9351			monitoring	blood	UBERON:0000178	71426-1	PubMed:31477553	Increased CRP may represent an extended biomarker of microvascular risk in men with T2DM.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CRP/UPKB:P02741	202148	
AN6291-1	increased TG level	triglyceride	CHEBI:17855	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	3043-7	PubMed:32314799	Clinicians should consider monitoring for hypertriglyceridemia.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite triglyceride/CHEBI:17855	202149	
AN6291-1	increased TG level	triglyceride	CHEBI:17855	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	3043-7	PubMed:32376398	We measured an extended panel of circulating biomarkers and used a disease-specific scale (BCRSS) to quickly classify respiratory severity in patients with COVID-19, we found extremely high levels of CRP, ferritin, D-Dimer and triglycerides indicating that a HIS was present at the time when the respiratory condition was rapidly deteriorating.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite triglyceride/CHEBI:17855	202149	
AN6291-1	increased TG level	triglyceride	CHEBI:17855	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	3043-7	PubMed:32430154	Development of hypolipidemia begins in patients with mild symptoms. It progressively becomes worse in an association with the disease severity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite triglyceride/CHEBI:17855	202149	
AN6291-2	increased TG level	triglyceride	CHEBI:17855	metabolite	cancer	DOID:162			monitoring	blood	UBERON:0000178	3043-7	PubMed:11196072	The significant difference in low-density lipoprotein-cholesterol and serum triglycerides between patients with metastatic and non-metastatic cancer was lost when lipoprotein cholesterol and serum triglyceride levels were adjusted for nutritional variables. The lipid profile in cancer patients is characterized by low low-density lipoprotein-cholesterol, low high-density lipoprotein-cholesterol and relatively high serum triglycerides. The abnormality is a common feature of both hematological and solid tumors and is not entirely explained by poor nutrition.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite triglyceride/CHEBI:17855	202150	
AN6291-3	increased TG level	triglyceride	CHEBI:17855	metabolite	diabetes mellitus	DOID:9351			prognostic	blood	UBERON:0000178	3043-7	PubMed:30325950	The prevalence of dyslipidemia was relatively high among middle-aged and elderly T2DM person. There are different associations between multiple risk factors and dyslipidemia in different diabetic progression stages.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite triglyceride/CHEBI:17855	202151	
AN6292-1	increased CYP3A4 level	Cytochrome P450 3A4	UPKB:P08684	protein	COVID-19	DOID:0080600			response	blood	UBERON:0000178		PubMed:32758877	Together with the reported markers of liver injury, such hyperinflammatory state may trigger significant derangements in hepatic cytochrome P450 metabolic machinery, and subsequent modulation of drug clearance that may result in unexpected therapeutic/toxic response. We hypothesize that COVID-19 patients are potentially vulnerable to a significant disease-drug interaction, and therefore, suitable dosing guidelines with therapeutic drug monitoring should be implemented to assure optimal clinical outcomes.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CYP3A4/UPKB:P08684	202152	
AN6293-1	decreased CYP3A4 level	Cytochrome P450 3A4	UPKB:P08684	protein	liver cancer	DOID:3571			prognostic	blood	UBERON:0000178		PubMed:29109094	CYP3A4 was identified as a novel tumor suppressor gene related to a poor prognosis in HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein CYP3A4/UPKB:P08684	202153	
AN6294-1	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	48498-0	PubMed:20502455	Study detected increased SAA level in the serum of lung cancer patients and also identified that elevated SAA level may be a non-invasive biomarker useful for the prediction of lung cancer prognosis. A differential protein with m/z 11.6 kDa was detected and identified as an isoform of human serum amyloid A (SAA). It was significantly increased by 1822% in lung cancer patients when compared with the healthy controls, which gave an area under the receiver operator characteristic curve of 0.88. In addition, the protein was also significantly elevated by 77% in lung cancer patients with survival <5 years when compared with patients with survival >/=5 years.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202154	
AN6295-1	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	pancreatic cancer	DOID:1793			monitoring	blood	UBERON:0000178	48498-0	PubMed:16211233	The level of SAA in plasma of pancreatic cancer patients correlated with clinical stage and was significantly higher than in normal volunteers.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202155	
AN6295-1	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	pancreatic cancer	DOID:1793			monitoring	blood	UBERON:0000178	48498-0	PubMed:19536090	SAA gene expression levels were significantly higher in USPC when compared with NEC (mean copy number by RT-PCR=162 vs 2.21; P=0.0002). IHC revealed diffuse cytoplasmic SAA protein staining in USPC tissues. High intracellular levels of SAA were identified in primary USPC cell lines evaluated by flow cytometry and SAA was found to be actively secreted in vitro.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202155	
AN6295-1	increased SAA1 level	SAA1	NCBI:6288	gene	pancreatic cancer	DOID:1793			monitoring	blood	UBERON:0000178	48498-0	PubMed:19536090	SAA gene expression levels were significantly higher in USPC when compared with NEC (mean copy number by RT-PCR=162 vs 2.21; P=0.0002). IHC revealed diffuse cytoplasmic SAA protein staining in USPC tissues. High intracellular levels of SAA were identified in primary USPC cell lines evaluated by flow cytometry and SAA was found to be actively secreted in vitro.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of gene SAA1/NCBI:6288	202155	
AN6295-1	increased SAA1 level	SAA1	NCBI:6288	gene	pancreatic cancer	DOID:1793			monitoring	blood	UBERON:0000178	48498-0	PubMed:16211233	The level of SAA in plasma of pancreatic cancer patients correlated with clinical stage and was significantly higher than in normal volunteers.	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of gene SAA1/NCBI:6288	202155	
AN6294-2	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32277967	Based on the study results, SAA alone or combined with L(SAA/L) could be used as a significant marker to indicate and track inflammation conditions in COVID-19 infected patients. Monitoring dynamic changes of SAA, combined with CT imaging could be a valuable strategy in the diagnosis and treatment of COVID-19. SAA and L are sensitive indicators in evaluating the severity and prognosis of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202156	
AN6294-2	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32475810	The abnormal increase in serum amyloid protein (SAA) may be used as an auxiliary index for diagnosis and treatment. CRP changes before other blood parameters and thus may be an effective evaluation index for patients with COVID-19 infection. [DOI:10.1101/2020.03.10.20033613] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202156	
AN6294-2	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:33735714	The serum SAA levels were found to be significantly correlated with impending course of the COVID-19, and may serve as a useful biomarker to monitor the complicated clinical course of the disease.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202156	
AN6294-3	increased SAA1 level	Serum amyloid A-1 protein	UPKB:P0DJI8	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178		PubMed:19470939	Elevated SAA and CRP were associated with reduced overall survival, regardless of adjustment for age, tumor stage, race, and body mass index (SAA P trend < .0001; CRP P trend = .002). Higher concentrations of SAA were associated with decreased overall survival (P trend < .0001 in all models; lnSAA, P < .01 in all models). Systemic C-reactive protein (CRP) and serum amyloid A (SAA) are measures of low-grade chronic inflammation and potential predictors of cancer survival	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein SAA1/UPKB:P0DJI8	202157	
AN6296-1	increased CXCL10 level	C-X-C motif chemokine 10	UPKB:P02778	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32360286	IFN-gamma-induced protein 10 and monocyte chemotactic protein-3 were excellent predictors for the progression of COVID-19.;|IP-10 and MCP-3 were highly associated with disease severity and could be used as excellent predictors of COVID-19 progression.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CXCL10/UPKB:P02778	202158	
AN6296-1	increased CXCL10 level	C-X-C motif chemokine 10	UPKB:P02778	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:31986264	We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Moreover, patients requiring ICU admission had higher concentrations of GCSF, IP10, MCP1, MIP1A, and TNF alpha than did those not requiring ICU admission, suggesting that the cytokine storm was associated with disease severity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CXCL10/UPKB:P02778	202158	
AN6297-1	increased CCL7 level	C-C motif chemokine 7	UPKB:P80098	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:31986264	We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Moreover, patients requiring ICU admission had higher concentrations of GCSF, IP10, MCP1, MIP1A, and TNF alpha than did those not requiring ICU admission, suggesting that the cytokine storm was associated with disease severity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CCL7/UPKB:P80098	202159	
AN6297-1	increased CCL7 level	C-C motif chemokine 7	UPKB:P80098	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32360286	IP-10 and MCP-3 were highly associated with disease severity and could be used as excellent predictors of COVID-19 progression.	assessed_biomarker_entity;biomarker;specimen	change_type:increased;aspect_type:level	Increased level of protein CCL7/UPKB:P80098	202159	
AN6298-1	increased CCL7 level	CCL7	NCBI:6354	gene	colorectal cancer	DOID:9256			prognostic	blood	UBERON:0000178		PubMed:12439927	We detected MCP-3 mRNA expression in MCP-3 gene transfected CMT93 cells. In contrast, the wild type CMT93 cells and the mock transfected CMT93 cells did not express MCP-3. In the tumor tissue derived from CMT93/MCP-3, infiltrating immune cells increased. In addition, no tumor metastasis was found in all mice inoculated with CMT93/ MCP-3 tumor cells. But all mice had tumor metastasis in CMT93 controls. In our study, we found that after the transfecting of CMT93 colorectal cancer cell with MCP-3 gene, tumor growth was retarded and tumor metastasis was inhibited completely by promoting immune cells infiltration in tumor tissue.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of gene CCL7/NCBI:6354	202160	
AN6299-1	increased GRAN count	granulocyte	CO:CL_0000094	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	30394-1	PubMed:32281668	Patients with flu had higher WBC, granulocyte and granulocyte/lymphocyte ratio, compared with COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell granulocyte/CO:CL_0000094	202161	
AN6299-2	increased GRAN count	granulocyte	CO:CL_0000094	cell	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178	30394-1	PubMed:11406548	The chronic presence of the tumor and thus chronic activation of granulocytes with the accompanying production of H2O2 results, ironically, in the suppression of the adaptive immune functions. Here we show specifically that the release of reactive oxygen species during the oxidative burst of granulocytes, i.e., H2O2, is the major contributor to a systemic T-cell dysfunction. This is supported by the observation that cancer patients showed signs of extensive granulocyte activation with massive elevation of plasma levels of 8-isoprostane, a product of lipid oxidation and a marker for oxidative stress, that exceeded measurements found in other diseases with documented oxidative stress.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell granulocyte/CO:CL_0000094	202162	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32677844	Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32475810	C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts.;|This, along with the previous study, suggests that D-dimer levels can be used as a prognostic marker and help clinicians monitor those who are likely to deteriorate earlier.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32442528	Findings in this study include determining independent associations between biomarkers for inflammation (interleukin-6) and thrombosis (D-dimer) and mortality.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32220650	Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32171076	Age, comorbidities, lymphocytopenia and elevated alanine aminotransferase, d-dimer, creatine kinase, high-sensitivity cardiac troponin I, prothrombin time, and disease severity were reported to be associated with intensive care unit admission.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32306492	Patients with D-dimer levels >/=2.0 µg/mL had a higher incidence of mortality when comparing with those who with D-dimer levels <2.0 µg/mL (12/67 vs 1/267, P < .001; hazard ratio, 51.5; 95% confidence interval, 12.9-206.7).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32665858	D-dimer is commonly elevated in patients with COVID-19. D-dimer levels correlate with disease severity and is a reliable prognostic marker for in-hospital mortality in patients admitted for COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32620118	The rising trend in D-Dimer and NLR, or the test results higher than the critical values may indicate a risk of death for participants with COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32172226	D-dimer (10.36 vs. 0.26 ng/L; p<0.001) were higher in patients with SARS-CoV-2 than those in controls.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32367765	The most important finding was that FAR and PLT count were independent risk factors to predict the development of severe illness in COVID-19. Patients with FAR<0.0883 and PLT count>135*10^9/L were unlikely to develop into severe disease.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32073213	Non-survivors revealed significantly higher D-dimer and fibrin degradation product (FDP) levels, longer prothrombin time and activated partial thromboplastin time.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32181911	IL-6 and D-dimer were closely related to the occurrence of severe COVID-19 in the adult patients, and their combined detection had the highest specificity and sensitivity for early prediction of the severity of COVID-19 patients, which has important clinical value.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32430456	The mean of glycemia during hospitalization was 10.65 ± 0.84 mmol/L in the no insulin infusion group and 7.69 ± 1.85 mmol/L in the insulin infusion group. At baseline, IL-6 and D-dimer levels were significantly higher in the hyperglycemic group than in the normoglycemic group (P < 0.001). Even though all patients were on standard treatment for COVID-19 infection, IL-6 and D-dimer levels persisted higher in patients with hyperglycemia during hospitalization.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32623030	In COVID-19 patients with diabetes, poorly-controlled blood glucose (>11 mmol/L) may be associated with poor outcomes. Admission hyperglycemia, elevated d-dimer and high HRCT score are potential risk factors for adverse outcomes and death.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32357994	Post-COVID-19 infection, lower hemoglobin levels, higher total white blood cell (WBC) counts, and higher absolute neutrophil counts were associated with increased mortality. Analysis of other serologic biomarkers demonstrated that elevated D-dimer, lactate, and lactate dehydrogenase (LDH) in patients were significantly correlated with dying.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32369209	Low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm. The increase of the cancer biomarkers in patients with COVID-19, especially in severe and critical patients, suggests that inflammation is closely related to the development of COVID-19.;|Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32503382	Erythrocyte sedimentation rate (ESR) (R=0.55, p < .01) was positively associated with CT severity scores. To sum up, we can conclude from the analysis of published studies that hematological (lymphocyte count, neutrophil count, and NLR), inflammatory (CRP, ESR, IL-6), and especially biochemical (D-dimer, Troponins, CK) parameters correlate with severe prognosis or exitus in COVID-19 patients and can therefore be used as predictive biomarkers.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6745-1	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32589600	Many biomarkers have been associated with poor outcomes and represent a candidate for risk stratification models for predicting severe COVID-19 in order to guide clinical care. Among all, lymphopenia, thrombocytopenia, leucocytosis, CRP, PCT, LDH, AST, ALT, D-dimer, cTn represent the most predictive parameters of severe COVID-19	best_biomarker_role;condition	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202163	
AN6301-1	increased NLR level	Neutrophil-Lymphocyte Ratio	NCIt:C141271	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32620118	The rising trend in D-Dimer and NLR, or the test results higher than the critical values may indicate a risk of death for participants with COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell neutrophil-Lymphocyte Ratio/NCIt:C141271	202164	
AN6302-1	elevated FDP level	Fibrin degradation product	NCIt:C82013	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	71427-9	PubMed:32073213	Non-survivors revealed significantly higher D-dimer and fibrin degradation product (FDP) levels, longer prothrombin time and activated partial thromboplastin time.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein fibrin degradation product/NCIt:C82013	202165	
AN6745-2	increased D-dimer level	D-dimer	PRO:PR_000050369	protein complex	diabetes mellitus	DOID:9351			prognostic	blood	UBERON:0000178	71427-9	PubMed:17454757	We report changes in D-dimer levels that may indicate diabetes disease progression to macrovascular complications. Using D-dimer in conjunction with other biomarkers to identify stages of disease progression, commencing from pre-diabetes and continuing to development of asymptomatic and clinical cardiovascular disease in diabetes mellitus, is worthy of consideration.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex d-dimer/PRO:PR_000050369	202166	
AN6305-1	increased LDH level	Lactate dehydrogenase	PRO:PR_000050367	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	14804-9	PubMed:32677844	Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex lactate dehydrogenase/PRO:PR_000050367	202167	
AN6305-1	increased LDH level	Lactate dehydrogenase	PRO:PR_000050367	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	14804-9	PubMed:32475810	C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts.;|Serum urea, CREA, CysC, DBIL, CHE and LDH could be used to distinguish severe COVID-19 cases from mild COVID-19 cases. [DOI:10.1101/2020.03.19.20034447] Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Since high levels of LDH continued in the ICU patients number of days post-admission, LDH may be a predictive biomarker of severe disease. There is increasing confidence in using LDH as a biomarker to measure severity of COVID-19 infection.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex lactate dehydrogenase/PRO:PR_000050367	202167	
AN6305-1	increased LDH level	Lactate dehydrogenase	PRO:PR_000050367	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	14804-9	PubMed:32296824	We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein complex lactate dehydrogenase/PRO:PR_000050367	202167	
